person,CantidadEventos,CantidadCompras,CantidadLeads,VentasHaceUnMes,LeadsHaceUnMes,VentasHaceDosMeses,LeadsHaceDosMeses,CantidadCheckouts,VentasMes1,VentasMes2,VentasMes3,VentasMes4,PromedioVentasPorMes,DiasDesdeUltimoEvento,DiasDesdePrimerEvento,DiasDesdeUltimaConversion,CantidadSearchEngineHits,EntraronMasDeUnaVez,DiasDesdeUltimoCheckout,EntraronConComputadora,EntraronConSmartphone,EntraronConTablet,CantidadAdHits,DiasDesdeUltimoAdHit,DiasDesdeUltimaBusqueda,CantidadDeColoresVistos,CantidadDiasDiferentesDeVisita,CantidadDeModelosVistos,EsDeBrazil,apple,asus,blackberry,lenovo,lg,motorola,quantum,samsung,sony,bcm,vam,vao,coam,coao,cam,cao,lam,lao
01022bf3,25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10000.0,6.0,1.0,4.0,0.0,1.0,0.0,6.0,1.0,1000.0,3,3,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01039bf1,56,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,2.0,4.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,2.0,7,2,6,1.0,0,0,0,0,0,0,0,1,0,1.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0
010750dc,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,19.0,1000.0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01094049,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1000.0,3,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010b0b0b,476,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.2,5.0,42.0,42.0,8.0,1.0,6.0,1.0,1.0,0.0,10.0,13.0,5.0,17,22,36,1.0,1,0,0,0,0,0,0,10,0,11.0,35.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
010f9396,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,10000.0,1.0,1.0,16.0,0.0,1.0,0.0,4.0,16.0,16.0,2,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01102549,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,11.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01126aa4,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,11.0,1000.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01127f1d,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01183209,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,2.0,0.0,11.0,1.0,0.0,0.0,2.0,11.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0121c41e,32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,7,2,6,1.0,1,0,0,0,1,3,0,0,0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0126d440,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,10.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0129072b,12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,10000.0,1.0,1.0,10.0,1.0,0.0,0.0,2.0,4.0,1000.0,2,2,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012af91b,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,5.0,0.0,11.0,0.0,1.0,0.0,3.0,11.0,1000.0,2,1,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012b81de,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,3.0,1.0,7.0,1.0,0.0,0.0,3.0,7.0,7.0,20,1,17,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012cd55c,10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012d8fd8,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,21.0,1.0,1000.0,6,6,11,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0137a57b,151,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,12.0,69.0,16.0,4.0,1.0,16.0,0.0,1.0,0.0,3.0,16.0,1000.0,6,12,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013a0e3a,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,84.0,10000.0,7.0,1.0,10000.0,0.0,1.0,0.0,8.0,28.0,78.0,5,6,7,1.0,1,0,0,0,0,0,0,0,0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013dc935,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013e1cd0,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10000.0,7.0,1.0,5.0,0.0,1.0,0.0,7.0,2.0,1000.0,4,4,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013ef20d,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,0.0,11.0,1.0,0.0,0.0,3.0,11.0,1000.0,1,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013fce70,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,1.0,1.0,13.0,0.0,1.0,0.0,2.0,13.0,13.0,2,1,2,1.0,4,0,0,0,0,0,0,0,0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0144bd58,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,73.0,10000.0,7.0,1.0,10000.0,0.0,1.0,0.0,7.0,64.0,71.0,2,4,2,1.0,0,0,0,0,0,4,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0146ecbc,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,2.0,0.0,12.0,0.0,1.0,0.0,2.0,12.0,12.0,5,1,1,1.0,6,0,0,0,0,0,0,0,0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
014853d4,71,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,10000.0,3.0,1.0,1.0,1.0,0.0,0.0,22.0,1.0,1.0,7,8,10,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
015fb139,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1000.0,3,1,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01638753,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,10000.0,5.0,1.0,10000.0,0.0,1.0,0.0,5.0,4.0,4.0,4,2,6,1.0,0,0,0,0,2,0,0,0,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0163bf88,35,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,12.0,15.0,13.0,3.0,1.0,13.0,0.0,0.0,1.0,9.0,12.0,1000.0,2,3,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016419e1,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,10000.0,5.0,1.0,16.0,0.0,1.0,0.0,5.0,9.0,16.0,4,3,3,1.0,3,0,0,0,0,0,0,0,0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
01696aab,69,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,129.0,10000.0,4.0,1.0,71.0,0.0,1.0,0.0,3.0,87.0,8.0,6,14,4,1.0,4,0,0,0,0,0,0,0,0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
016b86b9,820,5.0,1.0,2.0,1.0,2.0,1.0,7.0,0.0,2.0,1.0,0.0,1.0,2.0,149.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,74.0,3.0,32.0,10,35,42,1.0,0,0,0,0,0,27,0,20,0,47.0,93.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
016d0c8f,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0,3.0,7.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016f3833,60,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,3.0,19.0,17.0,8.0,1.0,17.0,1.0,1.0,0.0,4.0,19.0,1000.0,4,4,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01716e05,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,142.0,10000.0,1.0,1.0,14.0,1.0,0.0,0.0,9.0,14.0,1000.0,5,4,7,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01798556,124,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,10000.0,3.0,1.0,12.0,1.0,0.0,0.0,12.0,12.0,1000.0,4,5,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
017a84d1,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10000.0,2.0,1.0,5.0,1.0,0.0,0.0,6.0,2.0,1000.0,1,6,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
017d35dc,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
017fd805,54,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,3.0,3.0,8.0,1.0,3.0,0.0,1.0,0.0,6.0,3.0,1000.0,8,2,8,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
018598e8,43,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,8.0,25.0,14.0,4.0,1.0,14.0,1.0,0.0,0.0,8.0,8.0,11.0,3,5,8,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
018adf26,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,2.0,1.0,1000.0,3,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
018c1154,32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,1000.0,5,2,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0190f87d,139,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,10000.0,0.0,1.0,7.0,1.0,0.0,0.0,7.0,7.0,9.0,14,8,24,1.0,0,0,0,0,0,2,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019425a8,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,44.0,10000.0,5.0,1.0,10000.0,1.0,0.0,0.0,6.0,43.0,1000.0,8,2,10,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0196054a,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,126.0,10000.0,2.0,1.0,26.0,0.0,1.0,0.0,0.0,1000.0,126.0,3,6,5,1.0,0,0,0,0,0,0,0,3,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01984bc3,48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,10000.0,4.0,1.0,12.0,0.0,1.0,0.0,5.0,11.0,12.0,5,3,8,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019ac712,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01a20e81,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,124.0,10000.0,2.0,1.0,8.0,0.0,1.0,0.0,5.0,8.0,1000.0,3,3,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01ab5296,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01ac5844,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,1000.0,6,2,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01ad4042,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,10000.0,3.0,1.0,10000.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2,2,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01ada784,47,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,4.0,4.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,5.0,4.0,4.0,8,1,12,1.0,0,0,0,0,0,2,0,0,0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
01af6573,955,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,10000.0,26.0,1.0,13.0,0.0,1.0,0.0,25.0,14.0,1000.0,22,62,49,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01b08442,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,10000.0,3.0,1.0,10.0,0.0,1.0,0.0,2.0,4.0,1000.0,4,5,4,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01b09758,475,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,17.0,86.0,17.0,16.0,1.0,17.0,1.0,1.0,0.0,16.0,17.0,31.0,15,25,29,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01b97cb9,19,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,2.0,5.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1000.0,1,3,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01be1d14,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,1000.0,3,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01c3addd,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,6,1,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01c862be,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,1000.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01c9f8d2,8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,17.0,17.0,17.0,1.0,0.0,17.0,1.0,0.0,0.0,1.0,17.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01caf5bf,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01cbe6b3,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,10000.0,0.0,1.0,12.0,0.0,1.0,0.0,1.0,12.0,12.0,2,2,2,1.0,2,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01cd8ca8,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10000.0,3.0,1.0,4.0,1.0,0.0,0.0,3.0,4.0,1000.0,8,2,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01d18619,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,1000.0,2,1,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01d28bce,12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,4.0,1000.0,4,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01d8711d,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,0.0,1000.0,67.0,2,1,1,1.0,1,0,0,0,0,0,0,0,0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01dfb178,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,0.0,1000.0,7.0,0,1,0,1.0,2,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01e18191,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01f061eb,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,147.0,10000.0,5.0,1.0,10000.0,0.0,1.0,0.0,6.0,88.0,56.0,11,7,14,1.0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01f8fa5b,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,1000.0,12,1,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01fe7232,37,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,1.0,0.0,15.0,1.0,0.0,0.0,1.0,15.0,1000.0,6,1,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01ffa003,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0,3.0,1.0,1.0,3,1,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0205d5c1,73,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,76.0,10000.0,6.0,1.0,9.0,0.0,1.0,0.0,6.0,9.0,9.0,6,5,5,1.0,2,0,0,0,0,0,0,2,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
020b50dc,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,10000.0,5.0,1.0,7.0,1.0,0.0,0.0,11.0,2.0,2.0,7,5,13,1.0,0,0,0,0,0,3,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
021b35b5,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,1000.0,7.0,5,1,8,1.0,0,3,0,0,0,1,0,0,0,4.0,3.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
021f11c8,115,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,10000.0,1.0,1.0,9.0,1.0,0.0,0.0,2.0,8.0,9.0,5,6,13,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02208eb6,33,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,10000.0,3.0,1.0,10.0,0.0,1.0,0.0,3.0,11.0,1000.0,6,3,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0222570f,79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,10000.0,16.0,1.0,17.0,0.0,1.0,0.0,17.0,4.0,4.0,4,7,2,1.0,6,0,0,0,0,0,0,0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0225de65,19,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,121.0,10000.0,1.0,1.0,10.0,0.0,1.0,0.0,4.0,23.0,1000.0,3,3,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02274195,8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,2.0,0.0,13.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
