person,CantidadEventos
172ab2c3,70
173e1ae9,328
173eb920,57
1740b257,14
174224b8,17
17423722,34
1745d8ad,33
17467ca7,377
174a7d37,6
174bbe75,4
174c5832,4
174dbf15,6
174e423b,42
174eaa86,63
17586ad6,6
175bde18,27
175daf23,48
17638b36,208
17670eba,13
17684952,42
176b9a55,42
176c52e0,56
17709101,11
1775007b,34
1776054f,147
177e4910,10
177fdc08,327
17867b73,6
1789933b,5
1796f076,11
179720f1,35
179851b0,552
17a566be,80
17a66177,9
17b383b5,11
17b43aef,107
17b858f9,43
17b86856,317
17c0fad8,52
17c136c4,46
17c3dd3e,36
17c7afe8,7
17ca3e6b,323
17ca5ad7,179
17ce81a2,8
17d7cd3e,32
17da8b3f,8
17de3727,28
17dfaf4f,55
17dffddb,116
17e48f99,22
17e798e6,20
17e9c127,35
17ed0f58,120
17ef38cd,27
17f23cce,40
17f2b5c1,33
17f88166,11
17fb7afe,3
17fcb5d1,58
180049c9,8
1805bee7,10
180ad32c,195
180bb7c5,7
180eed72,4
1818e27d,73
181bc413,285
181e84f2,7
18213311,7
1826e40f,4
18271e21,77
18285904,118
182a9df7,144
182c40b7,34
182e62a1,8
18335bf0,53
183f513a,106
18417636,12
18457bb1,39
18475177,34
1848e8cf,24
184dc8d0,5
184deba8,27
184e3ddd,4
185658cb,9
18578c15,6
18594cce,132
185b5b21,54
185bfa26,163
185c3488,30
185eb874,195
1865157c,37
1866b2b1,4
18677734,208
186d1072,6
186e7640,18
18701539,6
1873773e,60
1877c942,47
18804670,52
1882e6ea,9
1884b46d,25
18922860,7
18923633,40
1894bb0d,6
18a185e1,4
18a2053b,3
18a333df,14
18a5c92f,11
18a6325b,4
18a6eaa0,8
18a74213,115
18ac5796,5
18ad1f7c,117
18af2e56,149
18b160bb,31
18b36f7d,10
18b5e8e5,28
18bbc35a,197
18bf8f3e,6
18bff540,37
18c017aa,304
18c09d85,17
18c35c44,8
18c5c414,13
18c6fc3e,8
18c7483d,19
18cc2932,29
18cec357,177
18d5a882,51
18d7d90f,89
18db2af5,23
18eae5b1,184
18eb43b0,150
18eb514d,62
18ecbd43,379
18ee7370,22
18ef7e13,100
18f21e26,263
18f2318a,242
18f28620,121
18f38bdc,16
18f65d0b,24
18f72194,4
18fbb2c3,14
19009af4,13
19023bc9,88
19049826,155
1906b125,7
19078bd4,13
19084cce,74
190dbdee,384
1910c8db,35
1921c53d,4
192d8d8f,54
192e7522,7
192e84d1,84
192f6825,49
1937d26f,5
19388c78,208
194282e8,4
19449c8b,10
19449dc6,32
1944ef1e,24
194ad9fb,32
194c67d5,42
1956d22c,25
195762ac,207
195817f0,3
195f8a25,3
1961d615,8
1962c9c1,6
196400fd,18
196a0657,6
196fa4e4,61
19713bd2,47
19750fed,93
19761232,45
1978e8a5,84
1978edfa,36
197cc246,45
197ef627,101
197f5bb1,55
19876c5b,216
1989d209,5
198a5347,12
198be4d2,23
198d967e,4
1993bd69,4
19967210,18
19988c86,48
1998d1d8,12
199f3573,4
199f6914,4
19a3c0f4,19
19b061db,24
19b22277,28
19b9019c,7
19be375f,59
19c4c4dd,20
19c7c89b,11
19c94e0b,265
19c96547,22
19ca7061,12
19cbea91,1
19ccba53,94
19cda391,59
19cde3ee,25
19d3a268,45
19e355cc,25
19e5e4e5,5
19e62379,69
19eb1e02,35
19ee08b6,35
19faf3af,6
19fc4e77,14
19fd4b87,4
1a033b91,27
1a113868,38
1a1593ec,3
1a16f57e,121
1a22550d,36
1a260aa4,127
1a2616d7,269
1a29fb85,1
1a31e02c,37
1a335de0,16
1a39bc6b,28
1a3bbb33,34
1a4579f4,14
1a487242,2
1a4939c6,41
1a4f75ec,20
1a5747aa,11
1a59ae16,211
1a5ab927,3
1a5e5cb3,164
1a6498ed,53
1a67d3a5,14
1a683f51,10
1a684dec,303
1a68c85b,153
1a694e3c,34
1a69c28f,10
1a6bcf42,198
1a6c063d,59
1a6cce09,32
1a71716a,6
1a74c811,5
1a81ab1a,1
1a82afdf,206
1a84c22e,97
1a85c973,96
1a863ace,26
1a87dc9f,18
1a8eacf6,6
1a8f3e6d,126
1a92ca14,65
1a94678a,8
1a94c760,1
1a94eda7,6
1a952150,16
1a979332,13
1a9f4fea,45
1aa6b403,78
1aa6b5f9,70
1aa6e568,28
1aaca936,171
1aae7356,68
1aaed8de,130
1ab1b63a,5
1ab253b3,27
1ab2a6c1,4
1ab2ab7f,316
1ab7e3f9,22
1ab85eca,21
1ab95a66,12
1ac07299,70
1ac683c2,42
1ac9e77c,4
1acd06aa,186
1ad769bf,12
1ad85599,103
1ad90875,125
1ad9e122,46
1ada03ba,7
1adfcf57,26
1ae745b6,23
1aee0de1,38
1aeea369,52
1af1a142,15
1af40b78,4
1af4db40,20
1af569ff,5
1afd68d1,88
1aff704e,55
1affa69c,33
1b01d953,25
1b0736aa,6
1b0fe6f6,1
1b119382,13
1b169dc8,65
1b19ab63,256
1b1ada21,6
1b1bcc1d,37
1b1e18f3,33
1b23a985,128
1b2414b3,64
1b2536a7,8
1b2782ba,15
1b28488b,9
1b2fc158,18
1b30a66e,1
1b328932,31
1b33076e,5
1b330f83,4
1b34ef74,10
1b384b8d,117
1b420f2d,4
1b423928,5
1b431a4b,19
1b5055b8,35
1b534286,87
1b57970a,19
1b5ce198,11
1b5f832e,8
1b5fde41,15
1b646fff,21
1b661358,15
1b6a1af7,13
1b6b5e0f,121
1b767a9f,17
1b7a7d63,8
1b7ca740,4
1b82f90b,70
1b865f8d,22
1b8f91cb,129
1b8fa5a1,188
1b9369d4,46
1b956e04,4
1b9d55a0,3
1b9e32ee,49
1baaee4c,11
1badccbb,9
1bb885e3,41
1bbc2e6b,10
1bbfc9f3,10
1bce2503,13
1bce63e3,9
1bd2d65f,465
1bd30e4d,56
1bd416e1,112
1bd4a98a,20
1bd6eab5,210
1be0be2b,11
1be11956,57
1be84cec,67
1bed2dde,12
1beed9bc,6
1bf082ce,5
1bf285b9,11
1bf35117,36
1bf477c4,13
1bf48ddd,50
1bf85707,3
1bf9603b,15
1bf99cac,105
1bfb5e9a,44
1c0020c3,15
1c019918,130
1c0b5773,18
1c1182dd,83
1c130951,9
1c1328c0,137
1c1494a7,23
1c1505bd,7
1c19e3df,14
1c19e96c,29
1c1adc83,87
1c1f8356,237
1c238b5a,36
1c28ae15,91
1c2ca7b1,151
1c2e4361,19
1c349735,48
1c3c2f60,11
1c456b9c,29
1c479245,8
1c4ea8ac,4
1c5123a8,9
1c539c4b,58
1c56c77b,47
1c5b1d45,4
1c5cbd0f,61
1c5d9b1c,46
1c6b609a,29
1c6f347a,54
1c709b64,3
1c7672bd,148
1c7b7438,16
1c7e2714,22
1c817b5d,18
1c83103b,134
1c83776e,34
1c83d2d8,5
1c83f981,19
1c895a10,56
1c8cd372,14
1c90d821,21
1c9257eb,107
1c927230,18
1c995014,20
1c99b3e7,73
1c9f338b,6
1ca3b049,18
1ca683f1,49
1cac1ee3,26
1cb0c08b,3
1cb97cb6,36
1cb9f6b8,13
1cbe0357,25
1cbe365b,25
1cbf0466,12
1cbf8e02,21
1cc268c1,8
1cc730a4,21
1cce2686,174
1cd6508a,147
1cd66736,8
1cda93a0,5
1cdb7e7d,142
1cdfb9b9,25
1ce31e4a,15
1ce4c5fb,90
1cea9671,29
1cef00ea,25
1cf46934,72
1cf5cced,8
1cf7cf15,260
1cf8b1bb,34
1d0a5006,39
1d153580,37
1d197478,19
1d1f7944,57
1d273971,78
1d27d20c,8
1d2967c4,30
1d2a00df,33
1d3117c7,14
1d3b8a8b,33
1d3f2d07,16
1d3f4f3f,43
1d3fcb05,10
1d4415f0,178
1d44c9de,19
1d4ace68,310
1d4c29e0,30
1d560a18,25
1d5f2a63,90
1d61ee9d,85
1d630c87,8
1d636bd8,5
1d646b0f,9
1d6497e7,7
1d658ff4,6
1d6623f4,109
1d68e3c9,2
1d72e0ce,22
1d762b15,70
1d76e137,4
1d77bdf9,15
1d827d55,8
1d866a14,77
1d896864,107
1d8b49bc,7
1d8cda22,4
1d919686,21
1d94cf7b,11
1d9cbe4d,14
1d9fcc5d,37
1da0d395,77
1da2c679,68
1da717e1,78
1dae3a94,25
1db0efa0,288
1db4ebaa,161
1dc0a916,107
1dc18064,83
1dc1e8c0,23
1dc27506,62
1dc3ed8e,32
1dc88c0a,21
1dcc610a,102
1dd6f783,126
1ddac45d,53
1de0ec77,28
1de1d1ab,84
1de25136,14
1de2861c,11
1df5220f,36
1df5846d,66
1dfc4c54,92
1dffe825,513
1e07c9a5,3
1e0b318a,3
1e13d639,13
1e14d4fa,1
1e177fca,15
1e181fac,186
1e184e99,71
1e186848,14
1e1952e7,31
1e1c2331,25
1e225635,23
1e24c79d,9
1e24cd93,310
1e2b094b,26
1e2edfa2,3
1e31354b,9
1e31c41a,9
1e34a949,77
1e352940,8
1e385156,30
1e3af775,49
1e3b7095,39
1e40ae23,4
1e43c3e3,3
1e4b5330,23
1e4bd4cc,10
1e51391a,40
1e51e9a7,64
1e625915,13
1e626f5e,19
1e64be86,34
1e65c922,96
1e694d68,17
1e6b78f8,287
1e6b9ae1,1
1e6bce06,16
1e6cf1a5,23
1e6f4bcb,22
1e72b056,28
1e76b51e,113
1e77a3c6,14
1e7f8332,36
1e8a7ff3,17
1e8ce6cc,15
1e94128c,10
1e9c7469,46
1ea06dc4,4
1ea0d459,16
1ea1a683,25
1ea72b73,6
1eaf5e44,19
1eb2a616,6
1eb6179a,56
1ebb46d3,30
1ebc8a7d,74
1ebc9c2e,22
1ebd1208,46
1ebe2a6c,8
1ebf7c16,357
1ec0b06d,41
1ec2856b,4
1ec969c2,24
1ecd6bb0,57
1ed4c66d,10
1ed6604d,127
1ed7c326,35
1edafde4,67
1eed2e3e,36
1ef11fe2,7
1ef1f9aa,9
1ef9120f,160
1efb2973,59
1f094648,16
1f126730,10
1f17de40,1244
1f19b8e2,54
1f1d6ba0,158
1f2286c2,32
1f28683e,17
1f31a633,27
1f325a04,14
1f397597,27
1f3a2561,30
1f3a63e6,27
1f3f72f2,81
1f4324c1,11
1f45fc58,24
1f4d42cb,18
1f5481f1,120
1f5696f2,4
1f571427,24
1f5849a9,33
1f5b75f3,11
1f5cdd55,56
1f5d2333,32
1f5f9837,38
1f6343e2,217
1f6482cb,26
1f65f7dc,3
1f6cb8d6,31
1f733682,4
1f73db98,43
1f7cde58,156
1f7d29c9,31
1f7dded2,188
1f7e79ef,23
1f873c75,13
1f8fb8e1,134
1f91440a,36
1f919431,232
1f93a586,28
1f9b9d30,117
1fa227a1,7
1fa2dd02,7
1fa4df27,6
1fa94c95,12
1facecfc,28
1fad1eec,34
1faf1256,10
1fafddc0,120
1fb1cd29,15
1fb7a7cd,358
1fb9ac3b,3
1fbcd436,37
1fcb0000,10
1fdbadb6,20
1fdcd41f,4
1fe01d6d,58
1fe050bd,9
1fe15400,82
1fe15576,61
1fe57924,9
1fe5dd13,22
1fe67004,61
1fea3435,8
1fea4416,8
1ff0d0a8,30
1ff20b4b,6
1ff48d9c,18
1ff4c828,6
1ffafdf9,95
1ffe3c49,8
2003e6bd,13
200deb09,39
200e303f,23
2014524d,21
2015d09b,84
20199b25,34
2020c04c,93
20237c88,17
20244ac6,270
20261dc4,10
202d1169,21
2032fc0a,660
2036abfb,93
203881b1,23
203923c3,42
203b1a72,39
203d4f13,12
20418f2c,29
2043bab2,25
20479941,53
2048b0f6,4
2048d9e1,3
204df81b,251
2051e70a,4
205b70a2,221
205d77d7,119
2060f180,3
2063af36,245
20671d2e,218
206c77f9,9
20734be7,55
2074bd27,44
207710a6,7
2086fafb,23
208aba2f,32
208dcb0c,112
208e734b,188
208f28bd,13
2093f9a0,27
20942a48,158
209a3aef,14
20a22248,51
20ac4fd4,154
20af1c6e,10
20b5aec4,15
20b5af6c,10
20b9a582,214
20be6ce8,18
20befec7,10
20c04bf6,10
20c339d1,6
20c8da28,33
20cf2069,17
20cf33c1,19
20d23614,60
20d2e919,5
20d31358,51
20d488f1,550
20daf4fa,27
20db838b,5
20dbcca4,15
20e9ac52,68
20e9d455,105
20eb8fa2,27
20ee1c83,188
20f44013,145
20f458bd,698
20f67ad1,25
20fab3e0,43
20fe430a,8
20ff9ba3,12
210a65a4,294
210edfc9,8
210fdf1e,20
21109da4,117
21135fa4,21
21174a07,235
211a4eeb,22
211a89d5,18
212135d1,4
21234229,323
2123cb37,74
2126177d,315
2129ad7e,204
212de5a1,11
21316a1b,42
2133046c,131
21352a77,11
2138a4ac,85
213f1e1f,35
213f896e,41
213ff009,40
2142cf9b,19
2148a9ef,40
2149910c,295
214bd22c,29
21514d45,2
21515d24,58
21525b43,24
215367bc,10
2155d6b0,4
2155fed3,10
2157b3ff,17
2157edb0,112
215a7052,12
215d0570,4
216247cd,8
21642c9d,8
2164531a,56
2166ee40,81
2173b244,34
2174ef0a,30
2176e657,28
21797882,57
217b25e1,103
217e0d34,52
21823013,4
21825055,1
21858191,7
21879282,6
21894f92,121
218db6f7,12
21979f5b,12
219f7078,34
21a1db6e,67
21a2811d,13
21a3ddad,31
21a5c3ed,39
21a7f030,19
21ac6fa8,85
21ae270b,95
21afa69c,12
21b0febb,114
21b312e7,45
21b3d473,80
21b4f272,23
21b86540,4
21b90390,19
21c802fc,12
21c94f18,390
21cc97b1,14
21ce3dba,7
21d9ac5b,268
21da8fd4,57
21dbcecf,61
21ee1ca5,51
21f01b67,58
21f28572,6
21f77874,6
21fb74ec,39
2200ba22,11
2208c6b0,36
2209ca9a,62
220d08d2,347
220fb2a6,158
22103560,25
2211fcd8,12
2221d616,54
2223c525,51
2224a789,12
222c34ad,37
2231e864,22
22357585,23
223655dd,124
223d29af,296
22407390,6
224444e5,39
2245864f,13
224613bb,156
22489578,7
224d02df,19
2250728f,4
2251694a,22
225707dd,53
2257127d,37
2259080e,4
2259d0f6,29
2259ef87,39
225a9786,1
226af79d,138
226b6e63,8
226c90cc,4
226f9ca4,4
22719159,11
2283943e,22
2283d0ca,207
22854310,53
2287c9f7,421
228d6264,86
228de347,52
229201d6,20
2292d2d7,29
229361a1,12
2296ddc7,26
2297c221,4
2297fe6c,8
229a0726,48
229d9da8,11
229fdfe8,9
22a1d0a1,2
22a20092,13
22a2c43b,19
22a4bfd4,115
22abb72e,103
22b4c54d,68
22bec830,17
22c0d301,13
22c2aafb,172
22c47496,21
22c53ca3,65
22cab020,27
22cab523,85
22cf53d1,5
22d16cc3,8
22d33b71,25
22dbc7ac,27
22dd0490,3
22de4f1d,53
22e72181,4
22e7bb67,26
22e95fa2,50
22f1d021,78
22f3d1d6,55
22f5e2ad,11
22ff59f6,8
2300ac5e,7
230261e8,47
2307d8b6,25
230d556d,157
231604a0,31
2318a56e,115
23213389,111
23246692,64
23252ece,104
2326c6a8,17
232a9423,81
2330afa8,19
23341942,92
233ddb3a,7
2341adc6,24
2348c976,323
234a1b9a,8
234ceb64,18
234d01fc,4
2350c5db,62
235131b3,29
2351c6a0,216
23577e32,9
23588e6a,13
235bef7a,32
235f7c8a,12
2362245e,67
236503a3,65
2366abd7,18
23682b97,45
236970f5,4
236d0e51,57
236ffa68,92
23733487,6
2375d180,11
237601ab,219
237c2b26,212
237ccfa6,35
237d36d7,31
23841573,10
238528e9,63
2386d09c,20
238a2d16,25
238dd87c,6
238f6396,41
239318ff,14
2393ae09,11
23981a83,26
239913e9,19
239c958a,8
239e8e01,17
23a0bb1e,24
23a7ad5e,5
23a83fee,27
23aefd1c,20
23b551ef,28
23b77b33,27
23b90f81,72
23c2b2cd,32
23c3ddc3,23
23c74f92,162
23c8875d,49
23cc76e7,7
23d3e744,42
23d42bae,46
23d7ed20,8
23d88ed9,4
23d9fd68,1322
23dcb207,22
23e43225,53
23e4c99b,12
23e6906d,29
23f11762,28
23f27eb5,44
23f650a7,58
23f876a4,12
23fa86ae,8
23fe448b,38
23ff1ba0,68
240091a1,1
24024737,13
2404eacb,34
24089fb5,7
240ca485,112
24118361,8
2412ae25,26
24136d9d,3
241508a1,25
2415d2d4,3
2418b7f1,62
241af2b1,69
241f35aa,26
2425beb8,104
24298818,6
242e541e,14
2435fd9e,45
2438f7a5,22
2439602f,23
243bd2d5,4
243f49be,42
2440b054,124
2444627a,123
2448e84c,118
2449b7d7,44
244a5f80,71
244ad9ef,39
244c21d3,5
24501cb3,48
24525dba,44
2454293c,90
24578ea8,4
2457b4c5,140
245c36d1,33
245c8975,22
245de12d,8
2464ec5c,9
24654122,19
2465d0fa,63
2466dcee,76
24674efe,3
246a77a7,10
246dc465,30
246dcefd,4
246e64da,20
246eca2a,4
2471e925,4
24737313,5
2476f804,521
247bd320,15
247e3db1,8
2482317e,10
2483060b,35
24894a74,3
2489870a,83
248bdaa8,43
248d55ad,38
2492d677,15
249447e0,22
24a1ae90,34
24a1dc24,27
24a47091,63
24a9454a,4
24ab7ae0,4
24ad1a4b,5
24b0c188,18
24b44e40,404
24b6e3ff,21
24b9fa1a,36
24bdf2d1,15
24be07d6,22
24bef9c7,7
24bef9e2,1186
24c6c3ad,189
24c77ea8,25
24c84a4c,38
24ca1faf,4
24cd69c3,50
24cd7a7e,207
24d03674,76
24d6d6c2,37
24d75a1e,120
24d83bf6,46
24d8cf2e,6
24d902ea,10
24df86bf,55
24e198a5,12
24e7b7a3,4
24ead52f,16
24eb3962,18
24ebbf24,11
24ee120a,32
24f0d510,8
24f13165,38
24f18741,10
24f53246,57
24f53ba2,2
24fa2a20,8
24fb9f01,32
24fc79ba,15
2501a9ce,13
2506e3a4,19
250e0414,11
2513a151,15
251a524c,6
251c1b4b,16
25290359,12
25300824,4
253274ea,43
253ab154,4
253ae9d3,44
253cf29f,17
253e5727,111
254324ae,10
254345b5,37
2543e139,4
254644b8,17
25472f7a,49
25480149,7
254d3e9a,57
254f4c75,31
254f8761,226
254f9527,86
2550afbe,38
25543f10,9
25593c7e,4
255a518c,26
255a8808,73
2566c386,23
256d9924,6
257980d3,43
257c82cd,179
25818ce9,95
258556ae,28
258d3bbb,4
258f217d,21
259112e0,38
25950776,689
25979239,6
259d6f6a,19
25a22ef2,5
25a4ff4f,4
25a64bac,31
25b37871,78
25b582b8,37
25b70080,223
25b77cf2,603
25b9cb0d,4
25bd8078,7
25c16edf,105
25c19972,18
25c2b00e,3
25c2f504,81
25c33cf4,61
25c61e9d,39
25ca018f,18
25caf64f,486
25cf5871,15
25d2a162,136
25d65764,32
25da2736,15
25dda738,9
25e2667a,2
25e31653,31
25e693e8,8
25eb1772,4
25ec69e5,18
25ec9fa8,83
25ee600f,53
25ee9f26,46
2601b542,8
2602bd8e,4
26047132,4
2606c8da,27
2608d0a2,21
260a0230,12
2613f034,28
2614ab11,60
26178553,56
261af624,33
261bfce2,45
261cc48c,6
261cf35e,34
261d2e8d,28
261f4448,67
2620d1d6,18
2623b6f1,7
262738c2,34
26281df3,4
2629e228,15
262a012f,274
262c9429,26
262ed280,198
262f11b0,19
26314d8f,18
2631635b,4
2633d4f4,379
263ae8f4,99
263c582e,52
263f79a4,80
26403419,20
26416b32,11
2644b8a7,11
264840da,178
26499400,65
264a28a4,4
264a9469,293
264f946a,4
264f9c82,6
264fc8a9,12
26569274,4
26575861,23
2659cdc5,36
265bbc90,545
265bc0d6,67
265d6e3e,26
26628be8,18
26666453,21
26698cd3,4
266d39eb,25
267333f9,469
2675cb60,4
26767d06,10
2677ee25,4
26782f73,49
2678a785,55
267c1462,757
267cda44,4
268c121c,113
268c8cd3,10
268cea2d,115
2697069d,10
26a3c8cf,87
26a46496,79
26a517d1,98
26a9878d,45
26ad8c3b,9
26b0778e,36
26b25350,66
26b3209a,10
26b3af75,20
26b404a4,12
26bf0937,15
26c0f150,61
26c1dade,116
26c41e8f,58
26c7a5ef,5
26c8a3be,101
26c9e528,23
26cff3b9,4
26d48cff,9
26d781a0,8
26db1dc9,118
26dee3d9,66
26e26ead,66
26e4f690,18
26e827db,22
26e9004c,4
26e915fe,13
26e9255a,4
26f4266e,15
26f9a147,42
26fafe2c,75
2700c735,41
27020b3d,253
2705b203,4
270647dd,77
270b42e3,53
27112590,1
27116bdc,25
27159bd4,28
2715d3c6,26
27166f60,2
2718de7c,34
271b4ebb,30
2726e47b,19
272aa790,198
2730783f,31
27309541,4
273208ee,9
27326305,118
273295ab,13
2738fa6d,20
27398e00,334
2739e0c6,24
273da5b9,39
273dd1f3,7
273fcf49,159
27429d02,9
2742fada,36
27436b81,4
2744f4c6,5
27477fd5,11
2747f990,5
27502e2f,25
275052a9,24
2753d362,263
2755bf25,5
27595594,431
276981d4,21
276a9812,1125
276c94a7,6
276f7d1c,93
2773710e,38
277dbee0,8
27838ed9,22
27844987,9
2784a2e2,55
2786f293,104
278c8572,20
279220d4,21
2794d359,3
2795f33d,3
279b26cf,26
279b53a9,4
27a2db3a,23
27a3c2c3,257
27aa486c,4
27ac0a6c,492
27b01dee,66
27b0d3e8,26
27b39551,4
27b90284,266
27bc210a,28
27be2210,94
27c23600,4
27c4deeb,71
27c58569,13
27c8731a,45
27ce3aca,435
27cfafd7,119
27d7a36c,12
27dfe757,9
27e328b9,5
27e51f8d,211
27e548d8,12
27e8c324,42
27eb4133,6
27eed007,1
27f5ac6a,9
27f7e947,12
27fe13a2,11
2800f0a2,16
280cdbfc,2
28116742,9
281194a9,288
28145cd7,38
2816227b,13
2816eb08,139
2819b7b5,608
281ca09c,6
282051bb,124
282feb30,52
283f0c1f,5
28400a6f,33
284110e2,17
28428c64,506
2850a2ce,8
28550625,46
285cbb2f,8
285cdc3a,84
285e5ff1,5
286323bb,155
2864cbbd,1
28654ed8,5
28678a36,38
286c22c6,188
286d27d9,20
2877d1b1,48
2877df15,141
2888e98e,13
288a0d0c,67
288ecc09,4
2896bfec,21
289b230d,5
289e64f7,64
289e9c3c,10
28a130fe,24
28a182cd,12
28a6ec0e,20
28a73225,36
28a91e45,18
28abb01c,138
28abe0cf,11
28aef7f8,172
28afff93,178
28b0be54,4
28b3b577,144
28b9d839,12
28ba2f91,27
28bc1ea6,7
28bef555,27
28c29fe6,30
28c47378,19
28c763a9,24
28d0bf21,30
28d60901,34
28d99631,4
28daea45,13
28dc4e01,199
28e14b14,162
28e35c5e,27
28e3667d,72
28e56af8,111
28ea1992,124
28ebbea6,28
28ebc7d2,4
28ec94ac,5
28ef2dc8,44
28f48f70,120
28f4bfe4,63
28f601ea,7
28fac9ae,20
28fe7d08,21
2902fdff,153
2905b7dc,71
2906a0a1,2
2908d59c,90
2908e8f1,74
290a4ade,89
290a78f7,88
2910e698,124
29153932,132
291b1d25,17
291d27d1,34
291eccd0,48
2921023b,4
29312b5c,14
293da46e,27
294764f8,10
2947d2c7,101
294c1ab5,239
294c63c9,84
29539423,6
2955037e,10
2955201f,59
2955b2cb,277
2957ded6,1
29589819,18
29595c09,15
295a326c,45
295a7b0f,14
295dad52,232
2965cbdc,70
296685e7,154
29689e1a,31
2970ed97,17
2972bae1,5
297328eb,25
29737438,3
2975ed37,28
297c0103,159
2980d082,51
2980dfcd,13
29893fcf,101
298a2bca,9
298ac09f,43
298b1a56,19
29985f18,9
299e0735,8
29a2acb7,56
29a3c643,2
29a5f11a,25
29a877cc,4
29a9d6d5,5
29aa61d5,11
29b111d1,56
29b169ff,14
29b1983e,91
29b2125b,33
29b2acab,40
29b30e2b,24
29b339b6,76
29b376a9,41
29b63cfd,16
29b9f07e,4
29bcedb9,1
29c06ba0,51
29c12770,10
29c5895a,160
29c7aeae,17
29c7d7d3,75
29c814a8,42
29d671fd,46
29d83daa,18
29d9125f,4
29d9478e,20
29dffb48,18
29e1a563,37
29e5a6a3,156
29e759b9,49
29ebb414,35
29ebcd49,60
29f3666a,76
29f3c366,41
29f6b6be,45
29f80519,4
29fd757a,3
2a031bf5,29
2a034aef,146
2a047e7f,23
2a0492fe,57
2a05b763,101
2a08384a,110
2a0c50c4,11
2a0d9c84,21
2a0debb5,4
2a139536,4
2a171e6f,61
2a1916e9,17
2a1a01e6,8
2a25a16d,161
2a271caa,4
2a2ba1fd,46
2a391efb,17
2a39a7dc,38
2a3c2791,30
2a41f459,139
2a430b62,14
2a4502b7,29
2a458cbc,4
2a47f61d,78
2a481b17,38
2a48b44a,35
2a4bda7c,31
2a4e7e52,13
2a4f7398,77
2a510054,4
2a53a44f,52
2a58bd6b,10
2a594323,114
2a59c69b,36
2a617974,30
2a617e51,49
2a622628,49
2a652ac7,30
2a67d732,54
2a6f1543,28
2a72349f,22
2a724d87,7
2a77c3fc,231
2a797338,10
2a79c1b9,15
2a7ddfb1,11
2a7e7094,50
2a7eac01,4
2a7eeb6f,61
2a8f9b4e,130
2a92a01e,17
2a977d34,231
2a9e3d2c,44
2aa05568,123
2aa1295f,8
2aaac2a4,22
2ab2ed32,19
2abb2711,44
2abc0437,19
2abe2632,24
2ac16ab2,15
2ac37abd,114
2ac4cfe2,8
2ac946b8,1
2ac9aa74,47
2ace0b56,19
2ace425c,4
2acfd822,95
2ad0a38c,54
2ad2a752,3
2ad4aa52,137
2ad7f032,106
2ad92ffd,63
2ada260e,13
2ae76776,12
2ae9d8cd,38
2afb90d0,3
2affe4a3,637
2b005074,6
2b012edf,96
2b02eb70,320
2b04eed5,16
2b056632,17
2b0c479f,8
2b0f24ee,37
2b113a4e,15
2b1ab142,7
2b1d2f45,25
2b1d979d,33
2b1f0970,4
2b203b9e,6
2b213b2c,445
2b21622d,67
2b235dc0,22
2b292401,36
2b2fe6d7,4
2b311d2b,19
2b314026,8
2b34a716,1
2b473667,60
2b489177,23
2b4962c4,10
2b510455,131
2b51ebf8,9
2b53dc6c,6
2b551ff4,2
2b5a1236,5
2b5ca449,77
2b5da91c,17
2b5e58c2,17
2b656d53,6
2b6837c0,82
2b69780e,49
2b6e7920,301
2b7074e3,3
2b7100d1,7
2b72c1f5,4
2b740e5c,99
2b7892fa,33
2b790a0b,150
2b7b11c8,10
2b7ece23,46
2b828847,11
2b8380d4,30
2b83c312,2
2b878a80,22
2b878d97,27
2b8a9276,70
2b8b587c,14
2b8d193c,36
2b8d93a1,82
2b948430,273
2b94e3cf,4
2b99dc3a,7
2b9d3367,10
2b9faacc,2
2b9fb6ae,142
2ba76bb2,40
2bac8e03,245
2baecec5,43
2bb23fa2,36
2bbbe01f,36
2bc0d981,31
2bc1b6b4,830
2bc20fba,17
2bc36bd7,12
2bc4023b,17
2bc56249,17
2bc7aee0,112
2bc815d9,102
2bc9cfbd,28
2bca36a8,18
2bd3881a,39
2bd6df2f,26
2bd87a87,28
2bdcd4f4,9
2bddd553,131
2be17bab,329
2be27ec5,85
2be2e4b4,62
2be58d00,8
2be8eaeb,1
2beddf66,22
2beec02a,71
2befc5ea,18
2bf1879d,55
2bf32550,1
2bf92a64,27
2bfe99ff,1
2c047651,12
2c0639f0,76
2c09ccd3,157
2c0c4cc8,17
2c11b8e5,10
2c122843,78
2c141a05,17
2c18b4db,15
2c1ca63e,4
2c1e6fb0,31
2c209f87,3
2c242f87,19
2c2a93f8,36
2c2af94a,5
2c2b1798,18
2c35e05f,12
2c3744f5,21
2c394600,12
2c3be905,75
2c4cedc4,7
2c579560,74
2c5dd70b,5
2c5f387d,114
2c624122,18
2c6409d6,7
2c672ea9,15
2c67cade,66
2c6b5b48,16
2c747ec0,6
2c759c09,66
2c7742e2,19
2c79ad79,13
2c79dc17,6
2c79e9e6,14
2c7d9bf3,4
2c7ff70f,21
2c80ba19,179
2c848b98,2
2c85b2fa,159
2c8b19a6,55
2c8b2706,11
2c8d8799,73
2c90a75e,3
2c90f768,41
2c939f59,58
2c946e5f,212
2c95458f,39
2c95d5ee,9
2c9cc70c,5
2ca2fcee,4
2ca86741,6
2ca93b1c,20
2cb2be60,14
2cb8ea65,15
2cb9027e,7
2cba5e49,45
2cbb7f2b,78
2cbbe7d2,16
2cbc828b,8
